location,total_sqft,bath,price,bhk,price_per_sqft
Yelahanka,1614.0,3.0,95.0,3,5885.9975216852545
Kasturi Nagar,1000.0,2.0,58.0,2,5800.0
Marathahalli,1196.0,2.0,57.9,2,4841.13712374582
Ambalipura,950.0,2.0,31.95,2,3363.157894736842
other,1141.0,2.0,55.0,2,4820.333041191937
5th Phase JP Nagar,1200.0,2.0,51.0,2,4250.0
Kasavanhalli,1380.0,2.0,55.0,3,3985.5072463768115
Chandapura,922.0,2.0,36.0,2,3904.5553145336225
other,1200.0,2.0,43.2,2,3600.0
7th Phase JP Nagar,1070.0,2.0,42.0,2,3925.233644859813
other,1293.0,2.0,75.0,2,5800.46403712297
Yelahanka New Town,1599.0,3.0,80.0,3,5003.126954346467
other,967.0,2.0,41.1,2,4250.258531540848
other,1885.0,3.0,90.0,3,4774.535809018567
Sarjapur  Road,1050.0,2.0,63.5,2,6047.619047619048
Marathahalli,1595.0,3.0,88.0,3,5517.241379310345
Sarjapur  Road,1350.0,2.0,102.0,2,7555.555555555556
Hebbal,1204.0,2.0,45.0,2,3737.5415282392028
Sarjapur  Road,1035.0,2.0,49.0,2,4734.299516908212
other,1000.0,2.0,29.95,2,2995.0
Sarjapur  Road,1457.0,3.0,85.0,3,5833.905284831846
Haralur Road,1194.0,2.0,47.0,2,3936.348408710218
Bannerghatta,1100.0,2.0,66.0,2,6000.0
Whitefield,1655.0,3.0,120.0,3,7250.755287009063
Kanakpura Road,1691.2,3.0,115.0,3,6799.905392620624
Ramagondanahalli,1215.0,2.0,46.1,2,3794.238683127572
Kanakpura Road,1155.0,2.0,50.125,2,4339.82683982684
Hoodi,1639.0,3.0,129.0,3,7870.65283709579
Sarjapur  Road,1685.0,3.0,135.0,3,8011.86943620178
Hormavu,1100.0,2.0,38.0,2,3454.5454545454545
Vasanthapura,1050.0,2.0,47.0,2,4476.190476190476
Kengeri,1230.0,2.0,45.0,2,3658.5365853658536
Hebbal,1355.0,3.0,83.87,3,6189.667896678967
Banashankari,1040.0,2.0,45.0,2,4326.923076923077
Sarjapur  Road,1350.0,2.0,68.0,2,5037.037037037037
Haralur Road,1560.0,3.0,90.0,3,5769.2307692307695
Anandapura,1151.0,2.0,43.16,2,3749.7827975673326
other,1250.0,2.0,60.0,2,4800.0
Hennur Road,1015.0,2.0,50.0,2,4926.108374384236
Kadugodi,1351.0,2.0,78.0,3,5773.501110288675
Yelahanka New Town,960.0,2.0,50.0,2,5208.333333333333
other,1110.0,2.0,52.0,2,4684.684684684685
R.T. Nagar,1680.0,3.0,72.0,3,4285.714285714285
Horamavu Banaswadi,1254.0,2.0,47.0,2,3748.006379585327
CV Raman Nagar,1051.0,2.0,61.0,2,5803.996194100856
Uttarahalli,1099.0,2.0,65.0,2,5914.467697907188
Whitefield,1125.0,2.0,45.0,2,4000.0
Vittasandra,1650.0,3.0,85.0,3,5151.515151515152
Mysore Road,1500.0,3.0,74.0,3,4933.333333333333
Whitefield,1180.0,2.0,70.0,2,5932.203389830508
Kadugodi,1010.0,2.0,50.0,2,4950.495049504951
Channasandra,1070.0,2.0,38.0,2,3551.4018691588785
Choodasandra,1580.0,3.0,105.0,3,6645.569620253164
Iblur Village,1920.0,3.0,130.0,3,6770.833333333333
Kalena Agrahara,1040.0,2.0,45.0,2,4326.923076923077
Hulimavu,1430.0,2.0,90.0,3,6293.706293706294
Thanisandra,1564.0,3.0,105.0,3,6713.5549872122765
Kasavanhalli,1200.0,2.0,60.0,2,5000.0
Raja Rajeshwari Nagar,1128.0,2.0,48.79,2,4325.354609929078
Begur Road,1200.0,2.0,44.4,2,3700.0
Yelahanka,1650.0,3.0,105.0,3,6363.636363636364
Yelahanka,1200.0,2.0,55.0,2,4583.333333333333
Kengeri Satellite Town,985.0,2.0,42.0,2,4263.959390862944
Ramagondanahalli,1475.0,2.0,63.0,3,4271.186440677966
other,1030.0,2.0,60.0,2,5825.242718446602
other,1000.0,2.0,46.0,2,4600.0
Kudlu,1570.0,2.0,65.94,3,4200.0
Kanakapura,1283.0,2.0,68.0,2,5300.077942322681
other,1200.0,2.0,52.0,2,4333.333333333333
Yelahanka,990.0,2.0,37.62,2,3799.9999999999995
Panathur,1199.0,2.0,85.0,2,7089.241034195163
other,1280.0,2.0,90.0,2,7031.25
other,1190.0,2.0,55.0,2,4621.848739495798
Yelachenahalli,1100.0,2.0,60.0,2,5454.545454545455
Harlur,1133.0,2.0,55.0,2,4854.368932038835
Whitefield,1280.0,2.0,69.0,2,5390.625
Munnekollal,1080.0,2.0,45.0,2,4166.666666666667
Vittasandra,1246.0,2.0,67.3,2,5401.284109149277
Sarjapur  Road,1385.0,3.0,55.0,3,3971.1191335740073
other,1578.0,3.0,73.9,3,4683.143219264893
HSR Layout,1140.0,2.0,46.0,2,4035.0877192982457
Sarjapur  Road,1700.0,3.0,79.9,3,4700.000000000001
Vidyaranyapura,1120.0,2.0,70.0,2,6250.0
other,1116.0,2.0,51.89,2,4649.641577060932
Old Madras Road,1480.0,3.0,95.0,3,6418.918918918919
Hormavu,1000.0,2.0,50.0,2,5000.0
HSR Layout,1145.0,2.0,46.0,2,4017.467248908297
Thanisandra,1265.0,2.0,83.0,2,6561.264822134387
Devanahalli,1700.0,3.0,88.2,3,5188.235294117647
other,1475.0,2.0,70.0,2,4745.762711864407
BTM 2nd Stage,1265.0,2.0,55.0,2,4347.826086956522
Anandapura,1200.0,2.0,58.0,2,4833.333333333333
Brookefield,1080.0,2.0,50.0,2,4629.62962962963
Kadubeesanahalli,1545.0,2.0,66.0,3,4271.844660194175
6th Phase JP Nagar,1350.0,2.0,58.0,3,4296.2962962962965
Hoodi,1108.0,2.0,74.23,2,6699.458483754513
Marathahalli,1730.0,3.0,115.0,3,6647.398843930636
other,1427.0,2.0,70.0,3,4905.395935529082
Yelahanka,935.0,2.0,35.53,2,3800.0
Sarjapura - Attibele Road,1073.0,2.0,31.77,2,2960.857409133271
Ananth Nagar,960.0,2.0,37.0,2,3854.1666666666665
Electronic City Phase II,1125.0,2.0,32.49,2,2888.0
Brookefield,1230.0,2.0,55.0,2,4471.544715447155
Mahadevpura,1438.0,2.0,89.0,2,6189.151599443671
7th Phase JP Nagar,1080.0,2.0,75.0,2,6944.444444444444
Uttarahalli,1590.0,3.0,58.0,3,3647.7987421383646
other,1350.0,3.0,68.0,3,5037.037037037037
Kaggadasapura,1560.0,2.0,72.0,3,4615.384615384615
Sonnenahalli,1484.0,3.0,74.18,3,4998.652291105122
other,1455.0,2.0,55.0,3,3780.0687285223366
Bharathi Nagar,1351.0,2.0,74.0,2,5477.424130273871
KR Puram,1430.0,2.0,61.0,3,4265.734265734266
Sarjapur  Road,984.0,2.0,55.0,2,5589.430894308943
Jalahalli,1770.0,3.0,100.0,3,5649.717514124294
Bhoganhalli,1447.0,2.0,75.97,2,5250.172771250864
Margondanahalli,1140.0,2.0,60.0,2,5263.1578947368425
Bommanahalli,1170.0,2.0,34.0,2,2905.982905982906
Poorna Pragna Layout,1160.0,2.0,46.39,2,3999.137931034483
Kanakpura Road,1296.0,2.0,89.0,2,6867.283950617284
other,1570.0,3.0,80.0,3,5095.541401273886
other,1495.0,2.0,65.0,3,4347.826086956522
Hoodi,1530.0,2.0,67.0,3,4379.084967320261
Gunjur,1800.0,3.0,70.0,3,3888.8888888888887
Bellandur,1088.0,2.0,48.0,2,4411.764705882353
Hosa Road,1533.0,3.0,98.18,3,6404.4357469015
Rachenahalli,1100.0,2.0,68.0,2,6181.818181818182
Thubarahalli,1540.0,3.0,90.0,3,5844.1558441558445
Hosa Road,1040.0,2.0,68.59,2,6595.192307692308
Begur Road,1260.0,2.0,39.69,2,3150.0
Uttarahalli,1180.0,2.0,41.3,2,3499.9999999999995
Thigalarapalya,1245.0,2.0,100.0,2,8032.128514056225
other,1350.0,3.0,75.0,3,5555.555555555556
other,1464.0,3.0,56.0,3,3825.136612021858
Sarjapur,1124.0,2.0,30.35,2,2700.1779359430607
Begur Road,1100.0,2.0,71.42,2,6492.727272727273
Vijayanagar,1019.0,2.0,58.0,2,5691.854759568204
Harlur,1756.0,3.0,128.0,3,7289.293849658315
Hosa Road,1369.1,2.0,98.0,2,7157.986998758309
other,1440.0,3.0,72.0,3,5000.0
Hebbal,1800.0,3.0,140.0,3,7777.777777777777
Kudlu,1600.0,3.0,79.0,3,4937.5
other,1000.0,2.0,35.0,2,3500.0
Nagarbhavi,1050.0,2.0,80.0,2,7619.047619047619
other,1200.0,2.0,56.0,2,4666.666666666667
Dasarahalli,1220.0,2.0,52.0,2,4262.295081967213
Harlur,1749.0,3.0,120.0,3,6861.06346483705
other,1670.0,3.0,75.0,3,4491.017964071856
Begur,1100.0,2.0,55.0,2,5000.0
Electronics City Phase 1,1125.0,2.0,65.0,2,5777.777777777777
Nagavara,1125.0,2.0,44.5,2,3955.5555555555557
JP Nagar,1600.0,3.0,83.0,3,5187.5
 Devarachikkanahalli,1130.0,2.0,36.0,2,3185.8407079646017
Electronic City,1500.0,2.0,63.0,3,4200.0
Haralur Road,1520.0,2.0,85.0,3,5592.105263157895
Hosa Road,1040.0,2.0,61.0,2,5865.384615384615
Panathur,1140.0,2.0,51.2,2,4491.228070175439
Kadugodi,1050.0,2.0,34.0,2,3238.095238095238
Whitefield,1458.0,2.0,62.0,3,4252.400548696845
Balagere,1007.0,2.0,67.0,2,6653.4260178748755
Doddathoguru,1105.0,2.0,50.0,2,4524.886877828054
Raja Rajeshwari Nagar,1170.0,2.0,50.0,2,4273.504273504273
Chandapura,1080.0,2.0,45.0,2,4166.666666666667
Ramamurthy Nagar,1200.0,2.0,57.9,2,4825.0
other,1200.0,2.0,54.0,2,4500.0
Kudlu Gate,1656.0,3.0,75.0,3,4528.985507246377
KR Puram,1040.0,2.0,50.0,2,4807.692307692308
Hosur Road,1085.0,2.0,33.7,2,3105.9907834101386
Panathur,1210.0,2.0,77.0,2,6363.636363636364
other,1050.0,2.0,55.0,2,5238.0952380952385
Iblur Village,1920.0,3.0,150.0,3,7812.5
Malleshpalya,1421.0,2.0,90.0,2,6333.56790992259
Old Madras Road,1425.0,2.0,74.31,3,5214.736842105263
Budigere,1162.0,2.0,58.0,2,4991.394148020654
other,1258.0,2.0,58.0,2,4610.492845786964
Whitefield,1537.0,2.0,70.0,3,4554.326610279766
Anjanapura,950.0,2.0,32.0,2,3368.4210526315787
Budigere,1636.0,3.0,85.0,3,5195.59902200489
7th Phase JP Nagar,1415.0,3.0,65.0,3,4593.639575971732
Green Glen Layout,1728.0,3.0,125.0,3,7233.7962962962965
7th Phase JP Nagar,1680.0,3.0,125.0,3,7440.476190476191
Kasavanhalli,1495.0,2.0,83.0,2,5551.8394648829435
Hennur Road,2002.0,3.0,120.0,3,5994.005994005994
other,1200.0,2.0,70.0,2,5833.333333333333
Bommasandra,1942.0,3.0,90.0,3,4634.3975283213185
other,1450.0,3.0,90.0,3,6206.896551724138
Electronic City,1039.0,2.0,50.0,2,4812.319538017325
Old Madras Road,1210.0,2.0,80.0,2,6611.570247933884
Yelahanka,1620.0,3.0,90.0,3,5555.555555555556
Marathahalli,1314.0,2.0,55.0,2,4185.692541856925
other,945.0,2.0,33.0,2,3492.063492063492
other,1374.0,3.0,72.0,3,5240.174672489083
Kanakpura Road,1603.0,3.0,113.0,3,7049.282595134124
Whitefield,1186.0,2.0,55.0,2,4637.43676222597
Varthur,1085.0,2.0,45.0,2,4147.465437788019
other,1893.0,3.0,115.0,3,6075.0132065504495
Kundalahalli,1496.0,2.0,78.0,3,5213.903743315508
Electronics City Phase 1,1550.0,2.0,82.0,3,5290.322580645161
Badavala Nagar,1494.0,2.0,94.55,3,6328.647925033467
Electronic City Phase II,1286.0,2.0,69.0,2,5365.47433903577
Hebbal,1860.0,3.0,95.0,3,5107.5268817204305
Haralur Road,1243.0,2.0,45.0,2,3620.2735317779566
Brookefield,1200.0,2.0,75.0,2,6250.0
Sarjapur,1044.0,2.0,32.0,2,3065.1340996168583
7th Phase JP Nagar,1040.0,2.0,41.59,2,3999.038461538462
8th Phase JP Nagar,1125.0,2.0,36.94,2,3283.5555555555557
other,1250.0,2.0,43.0,2,3440.0
Lakshminarayana Pura,1210.0,2.0,75.0,2,6198.347107438017
Raja Rajeshwari Nagar,1185.0,2.0,51.15,2,4316.455696202532
Kalena Agrahara,1450.0,3.0,100.0,3,6896.551724137931
Old Madras Road,1859.0,3.0,121.0,3,6508.87573964497
Sarjapur  Road,1150.0,2.0,36.8,2,3199.9999999999995
Whitefield,1806.0,3.0,85.0,3,4706.5337763012185
Kudlu,1027.0,2.0,42.0,2,4089.581304771178
Uttarahalli,1002.0,2.0,40.08,2,4000.0
Whitefield,1109.0,2.0,35.22,2,3175.834084761046
Uttarahalli,1002.0,2.0,40.08,2,4000.0
Narayanapura,1308.0,2.0,89.04,2,6807.339449541284
Hennur Road,1232.0,2.0,69.6,2,5649.350649350648
Haralur Road,1027.0,2.0,44.0,2,4284.323271665044
Kalyan nagar,1250.0,2.0,65.0,2,5200.0
Raja Rajeshwari Nagar,1255.0,2.0,53.87,2,4292.4302788844625
Akshaya Nagar,1434.0,3.0,84.0,3,5857.740585774059
Jakkur,1858.0,3.0,123.0,3,6620.021528525296
other,1205.0,2.0,70.0,2,5809.128630705394
other,1500.0,3.0,90.0,3,6000.0
Mysore Road,1020.0,2.0,48.95,2,4799.019607843137
Thanisandra,965.0,2.0,56.0,2,5803.108808290155
Battarahalli,1636.0,2.0,82.89,2,5066.6259168704155
Kundalahalli,1724.0,3.0,125.0,3,7250.580046403712
Whitefield,1216.0,2.0,67.0,2,5509.868421052632
other,1190.0,2.0,41.0,2,3445.378151260504
Budigere,1636.0,3.0,92.0,3,5623.471882640587
Hennur Road,1195.0,2.0,73.0,2,6108.786610878661
other,1250.0,2.0,67.0,2,5360.0
Whitefield,1452.0,3.0,90.0,3,6198.347107438017
Thanisandra,1546.0,3.0,95.0,3,6144.890038809832
Balagere,1007.0,2.0,66.0,2,6554.121151936445
Hennur Road,1020.0,2.0,47.0,2,4607.843137254902
Marathahalli,1125.0,2.0,55.0,2,4888.888888888889
other,1400.0,2.0,85.0,2,6071.428571428572
Kadugodi,1152.0,2.0,61.0,2,5295.138888888889
Subramanyapura,958.0,2.0,34.49,2,3600.2087682672236
Whitefield,1150.0,2.0,55.0,2,4782.608695652174
Bellandur,1310.0,2.0,85.0,2,6488.5496183206105
Green Glen Layout,1645.0,3.0,110.0,3,6686.930091185411
other,1800.0,2.0,100.0,3,5555.555555555556
8th Phase JP Nagar,1100.0,2.0,35.0,2,3181.818181818182
Basavangudi,1542.14,3.0,120.0,3,7781.394685307429
Thanisandra,1430.0,2.0,54.0,3,3776.2237762237764
Bommanahalli,1020.0,2.0,55.0,2,5392.156862745098
Electronic City Phase II,1140.0,2.0,32.92,2,2887.719298245614
other,1100.0,2.0,32.0,2,2909.090909090909
Thanisandra,1697.0,3.0,110.0,3,6482.027106658809
Varthur,1250.0,2.0,47.0,2,3760.0
Gottigere,1120.0,2.0,50.0,2,4464.285714285715
Hebbal,1200.0,2.0,52.0,2,4333.333333333333
7th Phase JP Nagar,1100.0,2.0,44.0,2,4000.0
 Devarachikkanahalli,1417.0,2.0,76.0,3,5363.443895553987
Thanisandra,1492.0,3.0,88.0,3,5898.123324396783
Devanahalli,1498.0,3.0,79.15,3,5283.711615487317
Kundalahalli,1010.0,2.0,48.27,2,4779.207920792079
Hennur,1255.0,2.0,53.5,2,4262.948207171315
Channasandra,1050.0,2.0,35.0,2,3333.3333333333335
Hegde Nagar,1847.0,3.0,125.0,3,6767.73145641581
other,1200.0,2.0,55.0,2,4583.333333333333
Bellandur,982.0,2.0,37.28,2,3796.3340122199593
Electronic City,919.0,2.0,35.0,2,3808.487486398259
Budigere,1087.0,2.0,54.3,2,4995.40018399264
other,1480.0,3.0,74.0,3,5000.0
other,1180.0,2.0,52.0,2,4406.779661016949
Haralur Road,1194.0,2.0,46.0,2,3852.5963149078725
Thanisandra,2072.0,3.0,122.0,3,5888.030888030888
Whitefield,1600.0,3.0,69.0,3,4312.5
Kaikondrahalli,1253.0,2.0,81.5,2,6504.38946528332
Hennur Road,1061.0,2.0,54.92,2,5176.248821866164
Marathahalli,1950.0,3.0,115.0,3,5897.4358974358975
Marathahalli,1250.0,2.0,68.0,2,5440.0
Hennur Road,1585.0,2.0,80.0,3,5047.318611987382
Kanakpura Road,1452.0,3.0,60.98,3,4199.724517906336
Kammasandra,1015.0,2.0,37.0,2,3645.320197044335
Marathahalli,1125.0,2.0,56.8,2,5048.888888888889
Electronic City Phase II,1116.0,2.0,40.0,2,3584.2293906810037
Old Madras Road,1300.0,2.0,100.0,2,7692.307692307692
Raja Rajeshwari Nagar,1419.0,2.0,60.42,2,4257.928118393234
Kaggadasapura,1240.0,2.0,58.58,2,4724.193548387097
other,1565.0,3.0,98.91,3,6320.127795527156
Budigere,1820.0,3.0,89.0,3,4890.10989010989
Hosa Road,1245.0,2.0,62.0,2,4979.919678714859
Kenchenahalli,1410.0,2.0,73.0,3,5177.304964539007
Dasarahalli,1375.0,2.0,60.0,2,4363.636363636364
Old Madras Road,1299.0,2.0,95.0,2,7313.317936874519
other,993.0,2.0,45.5,2,4582.074521651561
Hoodi,1655.0,3.0,131.0,3,7915.407854984895
Begur Road,1634.0,3.0,111.0,3,6793.145654834761
Banaswadi,1222.0,2.0,80.0,2,6546.6448445171845
Gottigere,1500.0,3.0,63.0,3,4200.0
Whitefield,1295.0,2.0,78.5,2,6061.776061776061
Sarjapur  Road,1320.0,2.0,100.0,2,7575.757575757576
Harlur,1197.0,2.0,82.0,2,6850.459482038429
Raja Rajeshwari Nagar,1693.0,3.0,71.38,3,4216.184288245718
Kodihalli,1000.0,2.0,62.0,2,6200.0
Babusapalaya,1305.0,2.0,70.0,2,5363.984674329502
Whitefield,1991.0,3.0,104.0,3,5223.505775991964
Battarahalli,1779.0,3.0,90.0,3,5059.02192242833
Thanisandra,1595.0,3.0,120.0,3,7523.510971786834
Yelahanka,1614.0,3.0,93.0,3,5762.081784386617
Gottigere,1200.0,2.0,40.0,2,3333.3333333333335
Sonnenahalli,1610.0,3.0,80.48,3,4998.757763975155
Whitefield,1190.0,2.0,41.0,2,3445.378151260504
other,1050.0,2.0,50.0,2,4761.9047619047615
7th Phase JP Nagar,1460.0,2.0,97.0,3,6643.835616438356
other,1569.0,3.0,70.0,3,4461.440407903123
Marathahalli,1350.0,2.0,90.0,2,6666.666666666667
Whitefield,1109.0,2.0,35.47,2,3198.376916140667
Bannerghatta Road,1215.0,2.0,68.0,2,5596.707818930041
other,1255.0,2.0,52.76,2,4203.98406374502
other,1020.0,2.0,49.0,2,4803.921568627451
Singasandra,1120.0,2.0,60.0,2,5357.142857142857
Bommasandra,1127.0,2.0,45.0,2,3992.9015084294588
Whitefield,1655.0,3.0,97.0,3,5861.027190332326
Kaggadasapura,1000.0,2.0,43.0,2,4300.0
CV Raman Nagar,1225.0,2.0,47.88,2,3908.5714285714284
Hormavu,1350.0,2.0,45.0,2,3333.3333333333335
Sahakara Nagar,1175.0,2.0,49.0,2,4170.212765957447
CV Raman Nagar,1000.0,2.0,38.5,2,3850.0
other,1196.0,2.0,96.0,2,8026.755852842809
other,927.0,2.0,50.0,2,5393.743257820927
Varthur,1520.0,2.0,61.0,3,4013.157894736842
Hebbal,1333.0,2.0,104.0,2,7801.950487621905
Koramangala,1100.0,2.0,85.0,2,7727.272727272727
Haralur Road,1650.0,3.0,100.0,3,6060.606060606061
Kasavanhalli,1917.0,3.0,132.0,3,6885.758998435055
Billekahalli,950.0,2.0,58.11,2,6116.8421052631575
other,1175.0,2.0,48.72,2,4146.382978723404
8th Phase JP Nagar,1089.0,2.0,43.55,2,3999.0817263544536
Hoodi,1257.0,2.0,68.5,2,5449.482895783612
Whitefield,1850.0,3.0,150.0,3,8108.108108108108
Vidyaranyapura,945.0,2.0,40.0,2,4232.804232804233
Koramangala,1161.0,2.0,63.85,2,5499.569336778639
other,1000.0,2.0,45.0,2,4500.0
Nagavara,1315.0,2.0,70.0,2,5323.19391634981
Electronic City,1128.0,2.0,64.0,2,5673.758865248227
Hebbal,1645.0,3.0,117.0,3,7112.462006079028
other,1820.0,3.0,150.0,3,8241.758241758242
Haralur Road,1580.0,3.0,73.0,3,4620.2531645569625
Bannerghatta Road,1215.0,2.0,68.0,2,5596.707818930041
Uttarahalli,1075.0,2.0,40.0,2,3720.9302325581393
R.T. Nagar,1400.0,2.0,78.0,3,5571.428571428572
Subramanyapura,1400.0,2.0,55.0,3,3928.5714285714284
Panathur,1199.0,2.0,85.0,2,7089.241034195163
Gunjur,1175.0,2.0,43.48,2,3700.425531914894
Bellandur,1767.0,3.0,109.0,3,6168.647425014148
Talaghattapura,1856.0,3.0,135.0,3,7273.706896551724
Whitefield,1290.0,2.0,90.0,2,6976.7441860465115
Kasavanhalli,1375.0,2.0,78.0,2,5672.727272727273
other,985.0,2.0,57.0,2,5786.802030456853
Singasandra,1099.0,2.0,37.5,2,3412.1929026387625
Marathahalli,1200.0,2.0,53.0,2,4416.666666666667
Hulimavu,1000.0,2.0,45.0,2,4500.0
BTM Layout,1540.0,2.0,78.0,3,5064.935064935065
other,1503.0,2.0,93.0,3,6187.624750499002
Uttarahalli,1580.0,3.0,60.0,3,3797.46835443038
other,1190.0,2.0,39.25,2,3298.3193277310925
other,1200.0,2.0,61.0,2,5083.333333333333
Thanisandra,1880.0,3.0,120.0,3,6382.978723404255
Padmanabhanagar,1150.0,2.0,45.0,2,3913.0434782608695
Bellandur,924.0,2.0,35.11,2,3799.78354978355
other,1765.0,3.0,77.27,3,4377.903682719547
Bannerghatta Road,1894.0,3.0,115.0,3,6071.805702217529
Sector 7 HSR Layout,1760.0,3.0,142.0,3,8068.181818181818
other,1768.0,3.0,95.0,3,5373.303167420814
Kothanur,1790.0,3.0,97.0,3,5418.994413407821
Whitefield,1200.0,2.0,45.0,2,3750.0
Mahadevpura,1137.0,2.0,53.4,2,4696.5699208443275
Mysore Road,1568.0,2.0,100.0,3,6377.551020408163
AECS Layout,1308.0,2.0,60.0,2,4587.155963302752
Subramanyapura,958.0,2.0,33.53,2,3500.0
other,1090.0,2.0,43.5,2,3990.8256880733943
Sarjapur  Road,1550.0,2.0,89.0,3,5741.935483870968
Ramagondanahalli,1251.0,2.0,50.0,2,3996.802557953637
Electronic City,1070.0,2.0,53.0,2,4953.271028037383
Kalena Agrahara,1200.0,2.0,45.0,2,3750.0
CV Raman Nagar,1435.0,2.0,60.0,3,4181.184668989547
Thanisandra,1200.0,2.0,60.0,2,5000.0
Panathur,1000.0,2.0,40.0,2,4000.0
Electronics City Phase 1,1175.0,2.0,50.0,2,4255.31914893617
Uttarahalli,1155.0,2.0,40.43,2,3500.4329004329006
Budigere,1149.0,2.0,65.0,2,5657.093124456049
other,1010.0,2.0,55.0,2,5445.544554455446
Hegde Nagar,1718.0,3.0,119.0,3,6926.6589057043075
Banashankari,1330.0,2.0,77.0,2,5789.473684210527
Hormavu,1200.0,2.0,68.0,2,5666.666666666667
Bannerghatta Road,1693.0,3.0,89.0,3,5256.940342587123
Margondanahalli,900.0,2.0,55.0,2,6111.111111111111
NGR Layout,1020.0,2.0,46.0,2,4509.803921568628
Amruthahalli,1700.0,3.0,77.0,3,4529.411764705882
Bannerghatta Road,1280.0,2.0,60.16,2,4700.0
Hosur Road,1170.0,2.0,48.0,2,4102.5641025641025
Sarjapur  Road,1150.0,2.0,44.0,2,3826.086956521739
other,1050.0,2.0,64.8,2,6171.428571428572
other,1080.0,2.0,37.8,2,3499.9999999999995
Harlur,1303.0,2.0,90.0,2,6907.137375287797
Raja Rajeshwari Nagar,1196.0,2.0,40.54,2,3389.632107023411
Akshaya Nagar,1419.0,2.0,87.0,3,6131.0782241014795
Banashankari,1200.0,2.0,49.0,2,4083.3333333333335
7th Phase JP Nagar,1120.0,2.0,65.0,2,5803.571428571428
Electronics City Phase 1,1245.0,2.0,75.0,2,6024.096385542169
Channasandra,1093.0,2.0,34.0,2,3110.704483074108
Hebbal,1345.0,2.0,97.0,2,7211.8959107806695
other,1500.0,2.0,45.0,2,3000.0
Vijayanagar,1180.0,2.0,86.0,2,7288.135593220339
NGR Layout,1020.0,2.0,48.45,2,4750.0
other,1800.0,3.0,85.0,3,4722.222222222223
CV Raman Nagar,1020.0,2.0,55.0,2,5392.156862745098
Gunjur,1362.0,3.0,62.63,3,4598.384728340676
Vittasandra,1404.0,2.0,70.0,2,4985.754985754986
Vittasandra,1259.0,2.0,67.48,2,5359.809372517871
Kengeri,1000.0,2.0,34.0,2,3400.0
Rachenahalli,985.0,2.0,49.97,2,5073.096446700508
Ambedkar Nagar,1367.0,2.0,86.0,2,6291.148500365764
other,1190.0,2.0,48.6,2,4084.0336134453783
Sarjapur,1175.0,2.0,42.0,2,3574.468085106383
Whitefield,1140.0,2.0,40.0,2,3508.7719298245615
Hoskote,1095.0,2.0,33.6,2,3068.4931506849316
Gubbalala,1435.0,2.0,80.0,3,5574.912891986062
other,1600.0,2.0,88.0,3,5500.0
other,1674.0,3.0,90.0,3,5376.344086021505
Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
Kanakpura Road,1703.0,3.0,130.0,3,7633.587786259542
Padmanabhanagar,1350.0,3.0,71.55,3,5300.0
Horamavu Agara,1145.0,2.0,41.21,2,3599.126637554585
Whitefield,1216.0,2.0,75.0,2,6167.763157894737
Raja Rajeshwari Nagar,1196.0,2.0,40.54,2,3389.632107023411
Kanakpura Road,1600.0,3.0,90.0,3,5625.0
Haralur Road,1194.0,2.0,47.0,2,3936.348408710218
Raja Rajeshwari Nagar,1630.0,3.0,60.65,3,3720.8588957055213
Hennur Road,1020.0,2.0,45.0,2,4411.764705882353
Hosakerehalli,1410.0,2.0,53.58,3,3800.0
Bhoganhalli,1181.7,2.0,100.0,2,8462.384700008462
Sarjapur  Road,1691.0,3.0,113.0,3,6682.436428149024
Banaswadi,1200.0,2.0,60.0,2,5000.0
Old Airport Road,1050.0,2.0,50.0,2,4761.9047619047615
Whitefield,1356.0,2.0,94.84,2,6994.100294985251
Whitefield,1338.0,2.0,103.0,2,7698.056801195815
8th Phase JP Nagar,1605.0,2.0,65.0,3,4049.8442367601247
Thanisandra,1917.0,3.0,110.0,3,5738.132498695879
Sarjapur  Road,1400.0,3.0,55.0,3,3928.5714285714284
Sahakara Nagar,1100.0,2.0,55.0,2,5000.0
Hennur Road,2041.0,3.0,128.0,3,6271.435570798628
other,1650.0,3.0,110.0,3,6666.666666666667
HSR Layout,1142.0,2.0,65.0,2,5691.768826619965
other,1500.0,2.0,75.0,3,5000.0
Hosa Road,1063.0,2.0,32.8,2,3085.6067732831602
other,1100.0,2.0,60.0,2,5454.545454545455
6th Phase JP Nagar,1216.0,2.0,60.0,2,4934.210526315789
other,1425.0,3.0,55.0,3,3859.6491228070176
Hosur Road,1345.0,2.0,108.0,2,8029.739776951673
Uttarahalli,1025.0,2.0,35.88,2,3500.4878048780492
Kadubeesanahalli,1424.0,2.0,75.0,3,5266.853932584269
other,1285.0,2.0,45.0,2,3501.9455252918287
Babusapalaya,1450.0,2.0,55.99,2,3861.3793103448274
Raja Rajeshwari Nagar,1160.0,2.0,70.0,2,6034.482758620689
Uttarahalli,1125.0,2.0,47.65,2,4235.555555555556
Raja Rajeshwari Nagar,1133.0,2.0,38.37,2,3386.5842894969105
Arekere,1240.0,2.0,60.0,2,4838.709677419355
Devanahalli,1466.0,3.0,77.59,3,5292.633015006822
Kaggadasapura,1225.0,2.0,48.0,2,3918.3673469387754
Akshaya Nagar,1300.0,2.0,54.0,2,4153.846153846154
Sarjapur  Road,1435.0,3.0,90.0,3,6271.777003484321
Rayasandra,1601.0,3.0,70.0,3,4372.2673329169265
